school_code,school_name,category,management,edu_district,sub_district,local_body,classes_approved,students_total,students_lp,students_up,teaching_staff_total,teaching_staff_lp,teaching_staff_up,teaching_staff_lp_up_shared,teaching_staff_hs,teaching_staff_unclassified,non_teaching_total,reported_total_employees,staff_data_status,total_reconciles,has_hss,has_vhse,source_url,fetched_at
19246,G. M. U. P. S. Edappal,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,315,96,219,17,4,6,5,2,0,2,19,ok,true,false,false,https://sametham.kite.kerala.gov.in/19246,2026-08-14T10:11:06.453341+00:00
19249,G. U. P. S. Kololamba,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,345,114,231,15,4,7,3,1,0,1,16,ok,true,false,false,https://sametham.kite.kerala.gov.in/19249,2026-08-14T10:11:08.434109+00:00
19251,G. U. P. S. Othalur,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,180,66,114,11,4,4,2,1,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/19251,2026-08-14T10:11:10.425069+00:00
19253,G. U. P. S. Pothanur,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,257,110,147,15,7,4,3,1,0,2,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/19253,2026-08-14T10:11:12.429103+00:00
19254,K. M. G. U. P. S. Thavanur,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,737,317,420,33,14,12,4,3,0,2,35,ok,true,false,false,https://sametham.kite.kerala.gov.in/19254,2026-08-14T10:11:14.471418+00:00
19255,G. U. P. S. Vellanchery,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 7,232,122,110,12,6,4,2,0,0,2,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/19255,2026-08-14T10:11:16.434294+00:00
19301,G. L. P. S. Athippetta,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,78,78,0,5,1,0,1,3,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19301,2026-08-14T10:11:18.435633+00:00
19304,G. M. L. P. S. Ayirani,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,77,77,0,4,3,0,1,0,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19304,2026-08-14T10:23:39.329235+00:00
19306,G. L. P. S. Chellur,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,170,170,0,9,7,0,2,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19306,2026-08-14T10:23:39.432343+00:00
19308,G. L. P. S. Cheruparamba,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,212,212,0,9,6,0,2,1,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19308,2026-08-14T10:23:41.549458+00:00
19310,G. L. P. S. Chottur,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,211,211,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19310,2026-08-14T10:23:43.516568+00:00
19312,G. W. L. P. S. Irimbliyam,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,109,109,0,7,3,0,2,2,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19312,2026-08-14T10:23:45.788803+00:00
19313,G. M. L. P. S. Kallarmangalam,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,157,157,0,6,5,0,1,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19313,2026-08-14T10:23:47.517355+00:00
19315,G. M. L. P. S. Kalpakancheri,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,53,53,0,5,3,0,1,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19315,2026-08-14T10:23:49.515853+00:00
19317,G. L. P. S. Kalpakancheri,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,518,518,0,15,12,0,3,0,0,1,16,ok,true,false,false,https://sametham.kite.kerala.gov.in/19317,2026-08-14T10:13:30.061382+00:00
19319,G. L. P. S. Karaikkad,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,237,237,0,11,8,0,3,0,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/19319,2026-08-14T10:13:31.764103+00:00
19321,G. L. P. S. Kattilangadi,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,143,143,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19321,2026-08-14T10:13:33.758329+00:00
19322,G. L. P. S. Kattipparuthi,LPS,Government,Tirur,Kuttippuram,Valanchery (M),1 - 4,69,69,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19322,2026-08-14T10:13:35.778938+00:00
19324,G. M. L. P. S. Kanancheri,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,82,82,0,4,2,0,1,1,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19324,2026-08-14T10:13:37.788751+00:00
19327,G. L. P. S. Kulakkad,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,44,44,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19327,2026-08-14T10:13:39.794545+00:00
19329,G. L. P. S. Kuttippuram,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,21,21,0,3,2,0,0,1,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19329,2026-08-14T10:13:41.789858+00:00
19331,G. L. P. S. Kuttippuram North,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,124,124,0,7,5,0,2,0,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19331,2026-08-14T10:13:43.800194+00:00
19332,G. M. L. P. S. Manhachola,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,64,64,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19332,2026-08-14T10:13:45.776182+00:00
19333,G. L. P. S. Maniyankad,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,47,47,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19333,2026-08-14T10:13:47.779091+00:00
19335,G. L. P. S. Mankeri,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,97,97,0,5,4,0,1,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19335,2026-08-14T10:13:49.751492+00:00
19337,G. L. P. S. Melmuri,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,174,174,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19337,2026-08-14T10:13:51.785002+00:00
19339,G. L. P. S. Naduvattam,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,222,222,0,11,6,0,3,2,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19339,2026-08-14T10:13:53.797229+00:00
19341,G. M. L. P. S. Parappuram,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,77,77,0,6,4,0,1,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19341,2026-08-14T10:13:55.789388+00:00
19343,G. M. L. P. S. Paravannur,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,41,41,0,5,3,0,1,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19343,2026-08-14T10:13:57.779979+00:00
19345,G. L. P. S. Perumparamba Moodal,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,148,148,0,10,5,0,3,2,0,0,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19345,2026-08-14T10:13:59.751804+00:00
19348,G. L. P. S. Vadakkumbram,LPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 4,237,237,0,11,9,0,2,0,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19348,2026-08-14T10:14:01.791580+00:00
19350,G. M. L. P. S. Valancheri,LPS,Government,Tirur,Kuttippuram,Valanchery (M),1 - 4,46,46,0,5,1,0,2,2,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19350,2026-08-14T10:14:03.796750+00:00
19357,G. H. S. Athavanad,HS,Government,Tirur,Kuttippuram,Malappuram (P),1 -10,1149,214,434,45,9,16,4,16,0,5,50,ok,true,false,false,https://sametham.kite.kerala.gov.in/19357,2026-08-14T10:14:05.793535+00:00
19359,G. M. H. S. Karippole,HS,Government,Tirur,Kuttippuram,Malappuram (P),1 -10,1068,328,404,46,9,13,4,20,0,5,51,ok,true,false,false,https://sametham.kite.kerala.gov.in/19359,2026-08-14T10:14:07.807595+00:00
19363,G. U. P. S. Koodasseri,UPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 7,530,245,285,23,10,8,5,0,0,1,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/19363,2026-08-14T10:14:09.773634+00:00
19364,G. U. P. S. Painkannur,UPS,Government,Tirur,Kuttippuram,Valanchery (M),1 - 7,283,100,183,17,4,4,6,3,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19364,2026-08-14T10:14:11.779002+00:00
19365,G. U. P. S. Randathani,UPS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 7,412,148,264,19,8,4,4,3,0,2,21,ok,true,false,false,https://sametham.kite.kerala.gov.in/19365,2026-08-14T10:14:10.784173+00:00
19401,G. L. P. S. Anappadi,LPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 4,178,178,0,10,8,0,2,0,0,0,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19401,2026-08-14T10:14:12.781813+00:00
19408,G. F. L. P. S. Parappanangadi,LPS,Government,Thirurangadi,Parappanangadi,Parappanangadi (M),1 - 4,154,154,0,10,8,0,2,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19408,2026-08-14T10:14:14.780569+00:00
19410,G. M. U. P. S. Puthan Kadappuram,UPS,Government,Thirurangadi,Parappanangadi,Parappanangadi (M),1 - 7,261,105,156,14,6,5,2,1,0,2,16,ok,true,false,false,https://sametham.kite.kerala.gov.in/19410,2026-08-14T10:14:16.788893+00:00
19412,G. M. L. P. S. Thirurangadi,LPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 4,206,206,0,10,7,0,3,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19412,2026-08-14T10:14:18.823688+00:00
19414,G. L. P. S. Thirurangadi,LPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 4,325,325,0,13,11,0,2,0,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/19414,2026-08-14T10:14:20.795995+00:00
19417,G. L. P. S. Venniyur,LPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 4,149,149,0,6,4,0,1,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19417,2026-08-14T10:14:22.833417+00:00
19429,G. F. L. P. S. Kadalundi,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 5,89,58,31,6,3,0,1,2,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19429,2026-08-14T10:14:24.784313+00:00
19430,G. L .P. S. Melodiparamba,LPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 4,71,71,0,5,2,0,2,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19430,2026-08-14T10:14:26.785198+00:00
19432,G. M. L. P. S. Parappanangadi,LPS,Government,Thirurangadi,Parappanangadi,Parappanangadi (M),1 - 4,153,153,0,10,7,0,3,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19432,2026-08-14T10:14:28.774510+00:00
19433,G. L. P. S. Parappanangadi,UPS,Government,Thirurangadi,Parappanangadi,Parappanangadi (M),1 - 5,245,203,42,12,9,0,3,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19433,2026-08-14T10:14:30.978862+00:00
19434,G. M. L. P. S. Parappanangadi Town,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 5,310,262,48,12,8,1,2,1,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19434,2026-08-14T10:14:32.766229+00:00
19435,G. L. P. S. Vallikunnu,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 5,78,64,14,6,4,0,1,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19435,2026-08-14T10:14:34.795038+00:00
19436,G. M. L. P. S. Velimukku,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 5,155,121,34,8,7,0,0,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19436,2026-08-14T10:14:36.785639+00:00
19439,G. U. P. S. Ariyallur,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 7,1249,576,673,43,15,13,5,10,0,1,44,ok,true,false,false,https://sametham.kite.kerala.gov.in/19439,2026-08-14T10:14:38.777598+00:00
19441,G. M. U. P. S. Kakkad,UPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 7,719,344,375,35,15,13,7,0,0,2,37,ok,true,false,false,https://sametham.kite.kerala.gov.in/19441,2026-08-14T10:14:40.811274+00:00
19443,G. U. P. S. Moonniyur,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 7,430,193,237,20,8,5,4,3,0,2,22,ok,true,false,false,https://sametham.kite.kerala.gov.in/19443,2026-08-14T10:14:42.804459+00:00
19445,GHS Neduva,HS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 -10,805,137,330,33,9,9,2,13,0,4,37,ok,true,false,false,https://sametham.kite.kerala.gov.in/19445,2026-08-14T10:14:44.790689+00:00
19447,G. M. U. P. S. Parakkadavu,UPS,Government,Thirurangadi,Parappanangadi,Malappuram (P),1 - 7,1175,524,651,42,14,15,7,6,0,2,44,ok,true,false,false,https://sametham.kite.kerala.gov.in/19447,2026-08-14T10:14:46.787504+00:00
19449,G. W. U. P. S. Trikkulam,UPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 7,364,194,170,13,6,5,2,0,0,2,15,ok,true,false,false,https://sametham.kite.kerala.gov.in/19449,2026-08-14T10:14:48.822396+00:00
19451,G. H. S. Trikkulam,HS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 -10,1277,281,432,59,10,11,5,33,0,6,65,ok,true,false,false,https://sametham.kite.kerala.gov.in/19451,2026-08-14T10:14:50.793827+00:00
19453,G. M. U. P. S. Venniyur,UPS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),1 - 7,1956,832,1124,41,17,16,6,2,0,1,42,ok,true,false,false,https://sametham.kite.kerala.gov.in/19453,2026-08-14T10:14:52.792020+00:00
19506,G. F. L. P. S. Ponnani,LPS,Government,Tirur,Ponnani,Ponnani (M),1 - 4,41,41,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19506,2026-08-14T10:14:54.803665+00:00
19507,G. M. L. P. S. Ponnani Town,LPS,Government,Tirur,Ponnani,Ponnani (M),1 - 4,34,34,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19507,2026-08-14T10:14:56.842185+00:00
19509,G. L. P. S. Purang,LPS,Government,Tirur,Ponnani,Malappuram (P),1 - 4,165,165,0,9,5,0,2,2,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19509,2026-08-14T10:14:59.020032+00:00
19512,G. L. P. S. Theyyangad,LPS,Government,Tirur,Ponnani,Ponnani (M),1 - 4,458,458,0,19,17,0,2,0,0,1,20,ok,true,false,false,https://sametham.kite.kerala.gov.in/19512,2026-08-14T10:15:00.804475+00:00
19514,G. L. P. S. Veliyancode New,LPS,Government,Tirur,Ponnani,Malappuram (P),1 - 4,183,183,0,10,8,0,2,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19514,2026-08-14T10:15:02.910907+00:00
19516,G. L. P. S. Veliyancode Gramam,LPS,Government,Tirur,Ponnani,Malappuram (P),1 - 4,47,47,0,3,3,0,0,0,0,0,3,ok,true,false,false,https://sametham.kite.kerala.gov.in/19516,2026-08-14T10:15:04.803279+00:00
19519,G. M. L. P. S. Veliyancode,LPS,Government,Tirur,Ponnani,Malappuram (P),1 - 4,89,89,0,3,3,0,0,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19519,2026-08-14T10:15:06.903464+00:00
19533,G. L. P. S. Kanhiramukku,UPS,Government,Tirur,Ponnani,Malappuram (P),1 - 5,30,24,6,4,4,0,0,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19533,2026-08-14T10:15:08.793750+00:00
19535,G. F. L. P. S. Puthuponnani,UPS,Government,Tirur,Ponnani,Ponnani (M),1 - 5,65,43,22,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19535,2026-08-14T10:15:10.807207+00:00
19536,G. F. L. P. S. Veliyancode,UPS,Government,Tirur,Ponnani,Malappuram (P),1 - 5,163,129,34,10,8,0,2,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19536,2026-08-14T10:15:12.949147+00:00
19537,G. L. P. S. Velleri,UPS,Government,Tirur,Ponnani,Ponnani (M),1 - 5,76,57,19,4,3,0,0,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19537,2026-08-14T10:15:14.793048+00:00
19539,G. U. P. S. Cheruvayikkara,UPS,Government,Tirur,Ponnani,Ponnani (M),1 - 7,146,48,98,8,4,3,1,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19539,2026-08-14T10:15:16.805622+00:00
19541,G. F. U. P. S. Palapetty,UPS,Government,Tirur,Ponnani,Malappuram (P),1 - 7,274,134,140,16,7,5,4,0,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/19541,2026-08-14T10:15:18.797775+00:00
19543,G. M. U. P. S. Veliyancode South,UPS,Government,Tirur,Ponnani,Malappuram (P),1 - 7,595,299,296,28,11,8,6,3,0,2,30,ok,true,false,false,https://sametham.kite.kerala.gov.in/19543,2026-08-14T10:15:20.835647+00:00
19544,G. F. U. P. S. Kadavanad,UPS,Government,Tirur,Ponnani,Ponnani (M),1 - 7,526,227,299,21,9,9,3,0,0,2,23,ok,true,false,false,https://sametham.kite.kerala.gov.in/19544,2026-08-14T10:15:22.826272+00:00
19556,GLPS Kadavanad,LPS,Government,Tirur,Ponnani,Ponnani (M),1 - 4,84,84,0,4,4,0,0,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19556,2026-08-14T10:15:24.987519+00:00
19602,G. M. L. P. S. Cherumukku,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,375,375,0,17,13,0,3,1,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19602,2026-08-14T10:15:26.802477+00:00
19605,G. M. L. P. S. Cheruvannur,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,268,268,0,13,10,0,2,1,0,0,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19605,2026-08-14T10:15:28.823762+00:00
19607,G. M. L. P. S. Edakadappuram,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,153,153,0,9,7,0,2,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19607,2026-08-14T10:15:30.812328+00:00
19609,G. M. L. P. S. Iringavoor,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,69,69,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19609,2026-08-14T10:15:32.813534+00:00
19611,G. L. P. S. Klari West,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,86,86,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19611,2026-08-14T10:15:34.799636+00:00
19613,G. L. P. S. Kanmanam,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,103,103,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19613,2026-08-14T10:15:36.803217+00:00
19616,G. M. L. P. S. Korad,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,266,266,0,12,9,0,3,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19616,2026-08-14T10:15:38.948798+00:00
19619,G. M. L. P. S. Manalipuzha,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,68,68,0,5,3,0,1,1,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19619,2026-08-14T10:15:40.827878+00:00
19622,G. L. P. S. Nannambra,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,106,106,0,7,4,0,2,1,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19622,2026-08-14T10:15:42.815872+00:00
19624,G. M. L. P. S. Panangattur,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,163,163,0,8,7,0,1,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19624,2026-08-14T10:15:44.830262+00:00
19626,G. M. L. P. S. Parapputhadam,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,73,73,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19626,2026-08-14T10:15:46.829921+00:00
19629,G. L. P. S. Rayirimangalam,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,100,100,0,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19629,2026-08-14T10:15:48.802569+00:00
19631,G. M. L. P. S. Ponmundam South,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,111,111,0,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19631,2026-08-14T10:15:50.816707+00:00
19633,G. M. L. P. S. Puthiyakadppuram North,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,200,200,0,10,8,0,2,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19633,2026-08-14T10:15:52.805378+00:00
19635,G. L. P. S. Rayirimangalam East,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,175,175,0,8,7,0,1,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19635,2026-08-14T10:15:54.802395+00:00
19636,A. M. L. P. S. Kormanthala,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,132,132,0,9,7,0,2,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19636,2026-08-14T10:15:56.812496+00:00
19637,G. M. L. P. S. Rayirimangalam,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,88,88,0,6,4,0,1,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19637,2026-08-14T10:15:58.807613+00:00
19640,G. M. L. P. S. Tanur North,LPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 4,197,197,0,9,8,0,1,0,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19640,2026-08-14T10:16:00.850490+00:00
19642,G. M. L. P. S. Thalakadathur,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,72,72,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19642,2026-08-14T10:16:02.817313+00:00
19644,G. M. L. P. S. Thiruthy,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,60,60,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19644,2026-08-14T10:16:04.823664+00:00
19646,G. M. L. P. S. Valavannur,LPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 4,42,42,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19646,2026-08-14T10:16:06.816694+00:00
19660,G. L. P. S. K.Puram,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 5,361,280,81,17,15,0,2,0,0,0,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/19660,2026-08-14T10:16:08.807614+00:00
19661,G. M. L. P. S. Kuttippala,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 5,257,206,51,12,8,0,2,2,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/19661,2026-08-14T10:16:10.828065+00:00
19662,G. L. P. S. Ozhur,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 5,327,261,66,13,11,0,2,0,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/19662,2026-08-14T10:16:12.832579+00:00
19663,G. L. P. S. Pariyapuram,UPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 5,271,220,51,11,9,0,1,1,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19663,2026-08-14T10:16:14.809757+00:00
19664,G. L. P. S. Tanur,UPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 5,417,310,107,17,15,0,2,0,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/19664,2026-08-14T10:16:16.812998+00:00
19667,G. U. P. S. Karingappara,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 7,834,355,479,35,14,11,7,3,0,1,36,ok,true,false,false,https://sametham.kite.kerala.gov.in/19667,2026-08-14T10:16:18.804866+00:00
19669,G. M. U. P. S. Kodinhi,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 7,890,269,621,29,10,12,5,2,0,2,31,ok,true,false,false,https://sametham.kite.kerala.gov.in/19669,2026-08-14T10:16:20.804207+00:00
19671,G H S Meenadathur,HS,Government,Thirurangadi,Tanur,Malappuram (P),1 -10,1735,353,577,60,17,15,5,23,0,4,64,ok,true,false,false,https://sametham.kite.kerala.gov.in/19671,2026-08-14T10:16:22.832774+00:00
19673,G. M. U. P. S. Tanur Town,UPS,Government,Thirurangadi,Tanur,Tanur (M),1 - 7,602,168,434,27,8,14,5,0,0,1,28,ok,true,false,false,https://sametham.kite.kerala.gov.in/19673,2026-08-14T10:16:25.044243+00:00
19679,G. M. U. P. S. Cheerankadappuram,UPS,Government,Thirurangadi,Tanur,Tanur (M),5 -7,573,0,573,19,1,14,3,1,0,1,20,ok,true,false,false,https://sametham.kite.kerala.gov.in/19679,2026-08-14T10:16:26.911548+00:00
19686,K. P. N. M. U. P. S. Tanur,UPS,Government,Thirurangadi,Tanur,Tanur (M),5 -7,127,0,127,8,0,5,3,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/19686,2026-08-14T10:16:28.767234+00:00
19699,G. U. P. S Niramaruthur,UPS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 7,993,294,699,41,11,18,7,5,0,1,42,ok,true,false,false,https://sametham.kite.kerala.gov.in/19699,2026-08-14T10:16:30.815178+00:00
19704,G. L. P. S. B. P. Angadi,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,121,121,0,10,9,0,1,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/19704,2026-08-14T10:16:32.809310+00:00
19707,G. M. L. P. S. Edakkulam,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,116,116,0,7,6,0,1,0,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/19707,2026-08-14T10:16:34.794662+00:00
19710,G. M. L. P. S. Kaithakkara,LPS,Government,Tirur,Tirur,Malappuram (P),1 - 4,35,35,0,4,3,0,1,0,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19710,2026-08-14T10:16:36.795679+00:00
