school_code,school_name,category,management,edu_district,sub_district,local_body,classes_approved,students_total,students_lp,students_up,teaching_staff_total,teaching_staff_lp,teaching_staff_up,teaching_staff_lp_up_shared,teaching_staff_hs,teaching_staff_unclassified,non_teaching_total,reported_total_employees,staff_data_status,total_reconciles,has_hss,has_vhse,source_url,fetched_at
18521,G.L.P.S. Karuvambrum West,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,58,58,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18521,2026-08-14T10:07:22.373930+00:00
18523,G.M.L.P.S. Kidangazhi,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,303,303,0,15,12,0,3,0,0,1,16,ok,true,false,false,https://sametham.kite.kerala.gov.in/18523,2026-08-14T10:07:24.376601+00:00
18524,G.L.P.S. Kizhakkuparamba,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,180,180,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18524,2026-08-14T10:07:26.371868+00:00
18525,G.M.L.P.S. Kodasseri,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,378,378,0,13,10,0,2,1,0,1,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/18525,2026-08-14T10:07:28.373129+00:00
18528,G.M.L.P.S. Mangalasseri,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,322,322,0,14,11,0,2,1,0,0,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/18528,2026-08-14T10:07:30.393834+00:00
18529,G.M.L.P.S. Manhapatta,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,200,200,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18529,2026-08-14T10:07:32.379118+00:00
18531,G.M.L.P.S. Manjeri East,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,61,61,0,3,3,0,0,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/18531,2026-08-14T10:07:34.381624+00:00
18532,G.L.P.S. Manjeri,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,365,365,0,17,15,0,2,0,1,1,19,ok,true,false,false,https://sametham.kite.kerala.gov.in/18532,2026-08-14T10:07:36.379876+00:00
18533,G.M.L.P.S. Manjeri,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,48,48,0,4,3,0,1,0,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/18533,2026-08-14T10:07:38.378307+00:00
18534,G.M.L.P.S. Manjeri South,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,34,34,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18534,2026-08-14T10:07:40.377845+00:00
18535,G M L P S Mariyad,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,149,149,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18535,2026-08-14T10:07:42.384271+00:00
18538,G.L.P.S. Narukara,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,71,71,0,6,3,0,2,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18538,2026-08-14T10:07:44.382125+00:00
18539,G.M.L.P.S. Nellikuth North,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,227,227,0,11,7,0,3,1,0,0,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/18539,2026-08-14T10:07:46.382836+00:00
18540,G.M.L.P.S. Odompatta,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,155,155,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18540,2026-08-14T10:07:48.378565+00:00
18541,G.L.P.S. Pandallur,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,290,290,0,13,7,0,3,3,0,0,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/18541,2026-08-14T10:07:50.381540+00:00
18542,G M L P S Pandallur,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,234,234,0,10,7,0,1,2,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/18542,2026-08-14T10:07:52.385522+00:00
18548,G.M.L.P.S. Pathappiriyam,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,232,232,0,8,6,0,1,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/18548,2026-08-14T10:07:54.383503+00:00
18551,G.L.P.S. Pulath,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,181,181,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18551,2026-08-14T10:07:56.383378+00:00
18553,G.L.P.S. Ramankulam,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,166,166,0,10,7,0,3,0,0,0,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18553,2026-08-14T10:07:58.393079+00:00
18554,G.L.P.S. Theyyampadikuth,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,93,93,0,7,4,0,3,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/18554,2026-08-14T10:08:00.384509+00:00
18555,G.L.P.S. Thottupoyil,LPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 4,154,154,0,8,7,0,1,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/18555,2026-08-14T10:08:02.391901+00:00
18557,G.L.P.S. Valarad,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,136,136,0,7,4,0,2,1,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/18557,2026-08-14T10:08:04.384749+00:00
18562,G.U.P.S. Vettekkode,UPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 7,318,147,171,16,8,4,3,1,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/18562,2026-08-14T10:08:06.393727+00:00
18563,G.L.P.S. Vettikkattiri,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,107,107,0,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18563,2026-08-14T10:08:08.387665+00:00
18565,G.L.P.S. Cherankuth,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 5,91,69,22,6,4,0,1,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18565,2026-08-14T10:08:10.432826+00:00
18566,K.M Musthafa Memorial G.L.P.S. Mundengara,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 5,108,80,28,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18566,2026-08-14T10:08:12.444423+00:00
18567,G.M.L.P.S. Pandikkad,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 5,179,152,27,8,6,0,2,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/18567,2026-08-14T10:08:14.397805+00:00
18568,G.L.P.S. Pookkuth,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 5,210,167,43,11,8,0,2,1,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/18568,2026-08-14T10:08:16.389752+00:00
18569,G.U.P.S. Anakkayam,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 7,414,146,268,20,7,4,4,5,0,2,22,ok,true,false,false,https://sametham.kite.kerala.gov.in/18569,2026-08-14T10:08:18.423636+00:00
18572,G.U.P.S. Elankur,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 7,450,249,201,20,9,7,3,1,0,1,21,ok,true,false,false,https://sametham.kite.kerala.gov.in/18572,2026-08-14T10:08:20.391444+00:00
18574,G U P S Pullur,UPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 7,935,324,611,38,11,14,7,6,0,2,40,ok,true,false,false,https://sametham.kite.kerala.gov.in/18574,2026-08-14T10:08:22.419810+00:00
18575,G.U.P.S. Manjeri,UPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 7,302,144,158,21,8,8,3,2,0,2,23,ok,true,false,false,https://sametham.kite.kerala.gov.in/18575,2026-08-14T10:08:24.417701+00:00
18576,G.M.U.P.S. Melakkam,UPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 7,216,105,111,10,4,1,2,3,0,2,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/18576,2026-08-14T10:08:26.392595+00:00
18578,G.U.P.S. Pathappiriyam,UPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 7,715,345,370,37,15,12,8,2,0,1,38,ok,true,false,false,https://sametham.kite.kerala.gov.in/18578,2026-08-14T10:08:28.421404+00:00
18583,G.U.P.S. Veembur,UPS,Government,Malappuram,Manjeri,Manjeri (M),1 - 7,488,213,275,22,8,9,5,0,0,2,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/18583,2026-08-14T10:08:30.427558+00:00
18586,Anakkayam GP Govt. UP School Pandallur,UPS,Government,Malappuram,Manjeri,Malappuram (P),5 -7,946,0,946,33,0,23,9,1,0,2,35,ok,true,false,false,https://sametham.kite.kerala.gov.in/18586,2026-08-14T10:08:32.394189+00:00
18588,G.M.U.P.S. Vettikattiri,UPS,Government,Malappuram,Manjeri,Malappuram (P),5 -7,198,0,198,9,0,5,3,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18588,2026-08-14T10:08:34.401480+00:00
18590,GLPS ANAKKOTTUPURAM,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,174,174,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18590,2026-08-14T10:08:36.405291+00:00
18592,GMLP School ANAKKAYAM,LPS,Government,Malappuram,Manjeri,Malappuram (P),1 - 4,57,57,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18592,2026-08-14T10:08:38.392737+00:00
18607,G L P S Chovana,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,113,113,0,6,4,0,2,0,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18607,2026-08-14T10:08:40.419047+00:00
18612,G L P S Karkidakam,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,130,130,0,6,3,0,2,1,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18612,2026-08-14T10:08:42.409239+00:00
18616,G L P S Kuruva,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,212,212,0,10,8,0,2,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/18616,2026-08-14T10:08:44.397411+00:00
18618,G L P S Mankada,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,261,261,0,12,10,0,2,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/18618,2026-08-14T10:08:46.404551+00:00
18626,G L P S Palakaparambil,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,99,99,0,5,1,0,2,2,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18626,2026-08-14T10:08:48.395683+00:00
18628,G L P S Pang,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,111,111,0,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18628,2026-08-14T10:08:50.402323+00:00
18634,G L P S Meenarkuzhi,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,173,173,0,8,5,0,2,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/18634,2026-08-14T10:08:52.400747+00:00
18636,G L P S Pooppalam Valambur,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,47,47,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18636,2026-08-14T10:08:54.408072+00:00
18637,G L P S Pothukundu,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,106,106,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18637,2026-08-14T10:08:56.399856+00:00
18640,G L P S Puthanangadi,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,129,129,0,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18640,2026-08-14T10:08:58.400486+00:00
18645,G M L P S Vadakkangara,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,234,234,0,11,8,0,3,0,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/18645,2026-08-14T10:09:00.401991+00:00
18651,G L P S Vallikkapatta,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,79,79,0,5,4,0,1,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18651,2026-08-14T10:09:02.407463+00:00
18653,G L P S Vellila,LPS,Government,Malappuram,Mankada,Malappuram (P),1 - 4,326,326,0,13,11,0,2,0,0,0,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/18653,2026-08-14T10:09:04.402257+00:00
18657,G L P S Padinhattummuri,UPS,Government,Malappuram,Mankada,Malappuram (P),1 - 5,438,354,84,18,15,0,2,1,0,1,19,ok,true,false,false,https://sametham.kite.kerala.gov.in/18657,2026-08-14T10:09:06.399262+00:00
18660,G U P S Koottilangadi,UPS,Government,Malappuram,Mankada,Malappuram (P),1 - 7,489,230,259,18,8,4,4,2,0,2,20,ok,true,false,false,https://sametham.kite.kerala.gov.in/18660,2026-08-14T10:09:08.453863+00:00
18664,G U P S Mankada Pallippuram,UPS,Government,Malappuram,Mankada,Malappuram (P),1 - 7,647,317,330,30,11,7,6,6,0,2,32,ok,true,false,false,https://sametham.kite.kerala.gov.in/18664,2026-08-14T10:09:10.429181+00:00
18666,Govt. U P School Pang,UPS,Government,Malappuram,Mankada,Malappuram (P),1 - 7,893,279,614,37,13,16,5,3,0,1,38,ok,true,false,false,https://sametham.kite.kerala.gov.in/18666,2026-08-14T10:09:12.435186+00:00
18674,G U P S Panagangara,UPS,Government,Malappuram,Mankada,Malappuram (P),5 -7,340,0,340,16,0,10,5,1,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/18674,2026-08-14T10:09:14.403065+00:00
18677,MPGUP SCHOOL VADAKKANGARA,UPS,Government,Malappuram,Mankada,Malappuram (P),5 -7,482,0,482,24,0,16,7,1,0,1,25,ok,true,false,false,https://sametham.kite.kerala.gov.in/18677,2026-08-14T10:09:16.406324+00:00
18705,GLPS Arakkuparamba,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,158,158,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18705,2026-08-14T10:09:18.410187+00:00
18715,GMLPS Kakkooth,LPS,Government,Malappuram,Perinthalmanna,Perinthalmanna (M),1 - 4,49,49,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18715,2026-08-14T10:09:20.414516+00:00
18716,GLPS Kunnakkavu,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,338,338,0,17,13,0,3,1,0,1,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/18716,2026-08-14T10:09:22.405719+00:00
18717,GLPS Kappumugham,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,129,129,0,7,5,0,2,0,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/18717,2026-08-14T10:09:24.406701+00:00
18723,GMLPS Muthiramanna,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,69,69,0,3,1,0,1,1,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/18723,2026-08-14T10:09:26.411424+00:00
18725,GLPS Pallikunnu,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,170,170,0,9,7,0,2,0,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/18725,2026-08-14T10:09:28.409788+00:00
18728,GLPS Parakkalmukku,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,75,75,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/18728,2026-08-14T10:09:30.410123+00:00
18730,GMLPS Perinthalmanna Central,LPS,Government,Malappuram,Perinthalmanna,Perinthalmanna (M),1 - 4,290,290,0,12,8,0,2,2,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/18730,2026-08-14T10:09:32.416246+00:00
18731,GLPS Perinthalmanna East,LPS,Government,Malappuram,Perinthalmanna,Perinthalmanna (M),1 - 4,171,171,0,9,5,0,2,2,0,0,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/18731,2026-08-14T10:09:34.412158+00:00
18732,GLPS Perinthalmanna West,LPS,Government,Malappuram,Perinthalmanna,Perinthalmanna (M),1 - 4,50,50,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/18732,2026-08-14T10:09:36.428543+00:00
18736,GMLPS Puthur,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,231,231,0,11,9,0,2,0,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/18736,2026-08-14T10:09:38.422485+00:00
18737,GMLPS Thazhekode,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,511,511,0,19,16,0,3,0,0,1,20,ok,true,false,false,https://sametham.kite.kerala.gov.in/18737,2026-08-14T10:09:40.407987+00:00
18739,GMLPS Thootha,LPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 4,153,153,0,7,4,0,2,1,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/18739,2026-08-14T10:09:42.413992+00:00
18758,GMUPS Valapuram,UPS,Government,Malappuram,Perinthalmanna,Malappuram (P),1 - 7,587,208,379,29,10,9,7,3,0,2,31,ok,true,false,false,https://sametham.kite.kerala.gov.in/18758,2026-08-14T10:09:44.432725+00:00
19002,G M H S S C U Campus,HSS,Government,Thirurangadi,Vengara,Malappuram (P),5 - 12,1464,0,379,64,0,7,4,53,0,5,69,ok,true,true,false,https://sametham.kite.kerala.gov.in/19002,2026-08-14T10:09:46.439671+00:00
19008,G. H. S. S. Tirurangadi,HSS,Government,Thirurangadi,Parappanangadi,Tirurangadi (M),5 - 12,1656,0,422,59,0,13,2,44,0,7,66,ok,true,true,false,https://sametham.kite.kerala.gov.in/19008,2026-08-14T10:09:48.447224+00:00
19013,GVHSS Vengara,VHSE,Government,Thirurangadi,Vengara,Malappuram (P),5 - 12,865,0,276,39,0,10,2,27,0,4,43,ok,true,true,true,https://sametham.kite.kerala.gov.in/19013,2026-08-14T10:09:50.438451+00:00
19014,GMVHSS Vengara Town,VHSE,Government,Thirurangadi,Vengara,Malappuram (P),1 - 12,1004,132,365,47,8,12,3,24,0,6,53,ok,true,true,true,https://sametham.kite.kerala.gov.in/19014,2026-08-14T10:09:52.444509+00:00
19016,G. B. H. S. S. Tirur,HSS,Government,Tirur,Tirur,Thirur (M),5 - 12,2662,0,405,90,0,11,3,76,0,4,94,ok,true,true,false,https://sametham.kite.kerala.gov.in/19016,2026-08-14T10:09:54.448321+00:00
19020,Govt.V. H. S. S for Girls. Tirur,VHSE,Government,Tirur,Tirur,Malappuram (P),5 - 12,425,0,103,25,0,6,0,19,0,3,28,ok,true,true,true,https://sametham.kite.kerala.gov.in/19020,2026-08-14T10:09:56.448399+00:00
19022,G. V. H. S. S. Kalpakanchery,VHSE,Government,Tirur,Kuttippuram,Malappuram (P),5 - 12,1828,0,795,63,0,23,3,37,0,3,66,ok,true,true,true,https://sametham.kite.kerala.gov.in/19022,2026-08-14T10:09:58.455511+00:00
19024,G. H. S. S. Kattilangadi,HSS,Government,Thirurangadi,Tanur,Tanur (M),1 - 12,1166,278,394,52,13,13,3,23,0,5,57,ok,true,true,false,https://sametham.kite.kerala.gov.in/19024,2026-08-14T10:10:00.442748+00:00
19026,D. G. H. S. S. Tanur,HSS,Government,Thirurangadi,Tanur,Malappuram (P),5 - 12,3253,0,892,103,0,24,6,73,0,3,106,ok,true,true,false,https://sametham.kite.kerala.gov.in/19026,2026-08-14T10:10:02.447246+00:00
19034,G. H. S. S. Kadanchery,HSS,Government,Tirur,Edappal,Malappuram (P),1 - 12,631,41,165,26,1,6,0,19,0,2,28,ok,true,true,false,https://sametham.kite.kerala.gov.in/19034,2026-08-14T10:10:04.444360+00:00
19040,G. H. S. S. Kuttippuram,HSS,Government,Tirur,Kuttippuram,Malappuram (P),5 - 12,1316,0,183,50,0,7,1,42,0,4,54,ok,true,true,false,https://sametham.kite.kerala.gov.in/19040,2026-08-14T10:10:06.448885+00:00
19042,G. H. S. S. Perassannur,HSS,Government,Tirur,Kuttippuram,Malappuram (P),1 - 12,721,145,228,30,7,5,2,16,0,5,35,ok,true,true,false,https://sametham.kite.kerala.gov.in/19042,2026-08-14T10:10:08.452855+00:00
19043,P. C. N. G. H. S. S. Mookkuthala,HSS,Government,Tirur,Edappal,Malappuram (P),5 - 12,2409,0,509,87,0,12,3,72,0,6,93,ok,true,true,false,https://sametham.kite.kerala.gov.in/19043,2026-08-14T10:10:10.447868+00:00
19045,G. H. S. S. Trikkavu,HSS,Government,Tirur,Ponnani,Ponnani (M),1 - 12,707,142,216,35,6,9,2,18,0,2,37,ok,true,true,false,https://sametham.kite.kerala.gov.in/19045,2026-08-14T10:10:12.451815+00:00
19054,G. H. S. S. Maranchery,HSS,Government,Tirur,Ponnani,Malappuram (P),1 - 12,2311,47,316,81,4,7,3,67,1,7,89,ok,true,true,false,https://sametham.kite.kerala.gov.in/19054,2026-08-14T10:10:14.449000+00:00
19055,G. H. S. S. Veliancode,HSS,Government,Tirur,Ponnani,Malappuram (P),5 - 12,343,0,83,11,0,4,0,7,0,4,15,ok,true,true,false,https://sametham.kite.kerala.gov.in/19055,2026-08-14T10:10:16.446078+00:00
19063,G.H. S. S. Kokkur,HSS,Government,Tirur,Edappal,Malappuram (P),1 - 12,750,113,226,36,5,10,3,18,0,1,37,ok,true,true,false,https://sametham.kite.kerala.gov.in/19063,2026-08-14T10:10:18.447956+00:00
19067,G. H. S. S. Cheriyamundam,HSS,Government,Thirurangadi,Tanur,Malappuram (P),5 - 12,276,0,114,13,0,3,1,9,0,4,17,ok,true,true,false,https://sametham.kite.kerala.gov.in/19067,2026-08-14T10:10:20.442877+00:00
19073,GHSS Peruvallur,HSS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 12,1733,243,363,67,8,12,6,41,0,6,73,ok,true,true,false,https://sametham.kite.kerala.gov.in/19073,2026-08-14T10:10:22.454830+00:00
19077,GHSS Puthuparamba,HSS,Government,Thirurangadi,Vengara,Malappuram (P),1 - 12,1574,555,533,61,19,11,5,26,0,4,65,ok,true,true,false,https://sametham.kite.kerala.gov.in/19077,2026-08-14T10:10:24.454133+00:00
19119,G. H. S. S. Ponmundam,HSS,Government,Thirurangadi,Tanur,Malappuram (P),1 - 12,971,217,365,42,10,12,3,17,0,4,46,ok,true,true,false,https://sametham.kite.kerala.gov.in/19119,2026-08-14T10:10:26.463908+00:00
19201,G. L. P. S. Alankode,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,44,44,0,5,1,0,2,2,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19201,2026-08-14T10:10:28.424576+00:00
19205,G. L. P. S. Chiyanur,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,83,83,0,5,2,0,1,2,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19205,2026-08-14T10:10:30.417741+00:00
19206,G. L. P. S. Edappal,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,80,80,0,5,4,0,1,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19206,2026-08-14T10:10:32.423899+00:00
19208,G. L. P. S. Kaladi,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,181,181,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19208,2026-08-14T10:10:34.423116+00:00
19210,Padikkal KalyaniAMMA Memorial G L P S Kallurma,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,55,55,0,5,3,0,2,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19210,2026-08-14T10:10:36.426351+00:00
19214,G. L. P. S. Mookkuthala,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,180,180,0,9,7,0,1,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19214,2026-08-14T10:10:38.423236+00:00
19216,G. B. L. P. S. Mudur,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,75,75,0,4,1,0,1,2,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19216,2026-08-14T10:10:40.424515+00:00
19218,G. L. P. S. Nariparamba,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,34,34,0,3,3,0,0,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19218,2026-08-14T10:10:42.433152+00:00
19220,G. M. L. P. S. Pallikara,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,35,35,0,4,2,0,1,1,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19220,2026-08-14T10:10:44.426831+00:00
19222,G. L. P. S. Perumparamba,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,151,151,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/19222,2026-08-14T10:10:46.422082+00:00
19223,G. L. P. S. Polpakkara,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,39,39,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19223,2026-08-14T10:10:48.461121+00:00
19225,G. L. P. S. Sukapuram,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,43,43,0,5,1,0,1,3,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19225,2026-08-14T10:10:50.468532+00:00
19227,G. L. P. S. Thuyyam,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,55,55,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19227,2026-08-14T10:10:52.479966+00:00
19229,G. L. P. S. Thrikkanapuram,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,199,199,0,7,5,0,0,2,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/19229,2026-08-14T10:10:54.423911+00:00
19231,Uliyathu Aboobacker Memmorial G. L. P. S. Vadakkummuri,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,68,68,0,5,2,0,2,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19231,2026-08-14T10:10:56.450981+00:00
19233,G. M. L. P. S. Vadakkummuri,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,25,25,0,4,3,0,1,0,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/19233,2026-08-14T10:10:58.432122+00:00
19235,G. J. B. S. Vattamkulam,LPS,Government,Tirur,Edappal,Malappuram (P),1 - 4,57,57,0,4,2,0,1,1,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19235,2026-08-14T10:11:00.424056+00:00
19243,Govt L.P.School Kololomba,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 5,43,30,13,6,3,0,2,1,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/19243,2026-08-14T10:11:02.436634+00:00
19244,G. H. W. L. P. S. Maravancheri,UPS,Government,Tirur,Edappal,Malappuram (P),1 - 5,166,137,29,5,4,0,0,1,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/19244,2026-08-14T10:11:04.430646+00:00
