School Code,School Name,Educational Sub-District,Local Body,Block Name,Latitude,Longitude,Maps Link,Verified (Y/N),Corrected Latitude,Corrected Longitude,Notes
48242,GUPS Maithra,Areacode,Urangattiri(P),Areacode,11.22801,76.06381,"http://maps.google.com/maps?q=11.228009999999999,76.063810000000004",,,,
48243,GUPS Moorkanad,Areacode,Urangattiri(P),Areacode,11.24091,76.05748,"http://maps.google.com/maps?q=11.24091,76.057479999999998",,,,
19205,G. L. P. S. Chiyanur,Edappal,Alamcode(P),Perumpadappa,10.73833,76.0303,"http://maps.google.com/maps?q=10.738329999999999,76.030299999999997",,,,
19251,G. U. P. S. Othalur,Edappal,Alamcode(P),Perumpadappa,10.71227,76.0475,"http://maps.google.com/maps?q=10.71227,76.047499999999999",,,,
19063,G.H. S. S. Kokkur,Edappal,Alamcode(P),Perumpadappa,10.730907,76.060525,"http://maps.google.com/maps?q=10.730907,76.060524999999998",,,,
19206,G. L. P. S. Edappal,Edappal,Edappal(P),Ponnani,10.78845,75.99628,"http://maps.google.com/maps?q=10.788449999999999,75.996279999999999",,,,
19222,G. L. P. S. Perumparamba,Edappal,Edappal(P),Ponnani,10.8015,75.99547,"http://maps.google.com/maps?q=10.801500000000001,75.995469999999997",,,,
19223,G. L. P. S. Polpakkara,Edappal,Edappal(P),Ponnani,10.792126,75.985552,"http://maps.google.com/maps?q=10.792126,75.985551999999998",,,,
19227,G. L. P. S. Thuyyam,Edappal,Edappal(P),Ponnani,10.78511,75.98425,"http://maps.google.com/maps?q=10.78511,75.984250000000003",,,,
19246,G. M. U. P. S. Edappal,Edappal,Edappal(P),Ponnani,10.78435,76.00155,"http://maps.google.com/maps?q=10.78435,76.001549999999995",,,,
19249,G. U. P. S. Kololamba,Edappal,Edappal(P),Ponnani,10.782252,75.947046,"http://maps.google.com/maps?q=10.782252,75.947046",,,,
19243,Govt L.P.School Kololomba,Edappal,Edappal(P),Ponnani,10.75936,75.99509,"http://maps.google.com/maps?q=10.759359999999999,75.995090000000005",,,,
19034,G. H. S. S. Kadanchery,Edappal,Kalady(P),Ponnani,10.82585,75.98763,"http://maps.google.com/maps?q=10.825850000000001,75.987629999999996",,,,
19208,G. L. P. S. Kaladi,Edappal,Kalady(P),Ponnani,10.81377,76.01296,"http://maps.google.com/maps?q=10.81377,76.012960000000007",,,,
19218,G. L. P. S. Nariparamba,Edappal,Kalady(P),Ponnani,10.815314,75.964247,"http://maps.google.com/maps?q=10.815314000000001,75.964247",,,,
19253,G. U. P. S. Pothanur,Edappal,Kalady(P),Ponnani,10.821579,75.984728,"http://maps.google.com/maps?q=10.821579,75.984728000000004",,,,
19214,G. L. P. S. Mookkuthala,Edappal,Nannamukku(P),Perumpadappa,10.73319,76.01244,"http://maps.google.com/maps?q=10.73319,76.012439999999998",,,,
19220,G. M. L. P. S. Pallikara,Edappal,Nannamukku(P),Perumpadappa,10.727149,76.029348,"http://maps.google.com/maps?q=10.727149000000001,76.029347999999999",,,,
19233,G. M. L. P. S. Vadakkummuri,Edappal,Nannamukku(P),Perumpadappa,10.737365,76.010027,"http://maps.google.com/maps?q=10.737365,76.010026999999994",,,,
19210,Padikkal KalyaniAMMA Memorial G L P S Kallurma,Edappal,Nannamukku(P),Perumpadappa,10.71287,76.01779,"http://maps.google.com/maps?q=10.712870000000001,76.017790000000005",,,,
19231,Uliyathu Aboobacker Memmorial  G. L. P. S. Vadakkummuri,Edappal,Nannamukku(P),Perumpadappa,10.72425,75.99978,"http://maps.google.com/maps?q=10.72425,75.999780000000001",,,,
19244,G. H. W. L. P. S. Maravancheri,Edappal,Tavanur(P),Ponnani,10.831856,75.997436,"http://maps.google.com/maps?q=10.831856,75.997435999999993",,,,
19229,G. L. P. S. Thrikkanapuram,Edappal,Tavanur(P),Ponnani,10.839666,75.988633,"http://maps.google.com/maps?q=10.839665999999999,75.988632999999993",,,,
19254,K. M. G. U. P. S. Thavanur,Edappal,Tavanur(P),Ponnani,10.85258,75.98382,"http://maps.google.com/maps?q=10.85258,75.983819999999994",,,,
19216,G. B. L. P. S. Mudur,Edappal,Vattamkulam(P),Ponnani,10.80417,76.02645,"http://maps.google.com/maps?q=10.804169999999999,76.026449999999997",,,,
19235,G. J. B. S. Vattamkulam,Edappal,Vattamkulam(P),Ponnani,10.785135,76.01586,"http://maps.google.com/maps?q=10.785135,76.015860000000004",,,,
19225,G. L. P. S. Sukapuram,Edappal,Vattamkulam(P),Ponnani,10.77321,76.01494,"http://maps.google.com/maps?q=10.773210000000001,76.014939999999996",,,,
18218,GLPS Parapurathparamba,Kizhisseri,Cheekkode(P),Areacode,11.236104,76.008255,"http://maps.google.com/maps?q=11.236103999999999,76.008255000000005",,,,
18220,GLPS Ponnad,Kizhisseri,Cheekkode(P),Areacode,11.224771,75.971171,"http://maps.google.com/maps?q=11.224771,75.971170999999998",,,,
18228,GLPS Vilayil,Kizhisseri,Cheekkode(P),Areacode,11.22543,76.00992,"http://maps.google.com/maps?q=11.225429999999999,76.009919999999994",,,,
18230,GLPS Vilayil Parappur,Kizhisseri,Cheekkode(P),Areacode,11.218949,76.000931,"http://maps.google.com/maps?q=11.218949,76.000930999999994",,,,
18204,GLPS Kizhisseri,Kizhisseri,Kuzhimanna(P),Areacode,11.17617,75.99761,"http://maps.google.com/maps?q=11.176170000000001,75.997609999999995",,,,
18205,GLPS Kuzhimanna,Kizhisseri,Kuzhimanna(P),Areacode,11.17135,76.01795,"http://maps.google.com/maps?q=11.17135,76.017949999999999",,,,
18206,GLPS Kuzhimanna II South,Kizhisseri,Kuzhimanna(P),Areacode,11.16318,76.01003,"http://maps.google.com/maps?q=11.163180000000001,76.01003",,,,
18235,GMUPS Kizhisseri,Kizhisseri,Kuzhimanna(P),Areacode,11.17007,75.99138,"http://maps.google.com/maps?q=11.170070000000001,75.991380000000007",,,,
18234,GUPS Kadungallur,Kizhisseri,Kuzhimanna(P),Areacode,11.19836,76.02383,"http://maps.google.com/maps?q=11.198359999999999,76.023830000000004",,,,
18217,GLPS Parappur,Kizhisseri,Muthuvallur(P),Kondotty,11.208943,76.002117,"http://maps.google.com/maps?q=11.208943,76.002116999999998",,,,
18219,GLPS Parathakkad,Kizhisseri,Muthuvallur(P),Kondotty,11.17908,75.97024,"http://maps.google.com/maps?q=11.179080000000001,75.970240000000004",,,,
18223,GMLPS Thavanur,Kizhisseri,Muthuvallur(P),Kondotty,11.194,75.98994,"http://maps.google.com/maps?q=11.194000000000001,75.989940000000004",,,,
18222,GLPS Pulpatta,Kizhisseri,Pulpatta(P),Areacode,11.14741,76.08168,"http://maps.google.com/maps?q=11.147410000000001,76.081680000000006",,,,
18226,GLPS Valamangalam,Kizhisseri,Pulpatta(P),Areacode,11.13874,76.05661,"http://maps.google.com/maps?q=11.13874,76.056610000000006",,,,
18221,GMLPS Pookalathur,Kizhisseri,Pulpatta(P),Areacode,11.1575,76.05687,"http://maps.google.com/maps?q=11.157500000000001,76.056870000000004",,,,
18349,G.L.P.S. Paravoor,Kondotty,Cherukavu(P),Kondotty,11.17921,75.9219,"http://maps.google.com/maps?q=11.179209999999999,75.921899999999994",,,,
18352,G.L.P.S. Puthucode,Kondotty,Cherukavu(P),Kondotty,11.19074,75.88201,"http://maps.google.com/maps?q=11.19074,75.882009999999994",,,,
18338,G.L.P.S. Nediyiruppu,Kondotty,Kondotty(M),,11.1326,75.99311,"http://maps.google.com/maps?q=11.1326,75.993110000000001",,,,
18315,G.M.L.P.S. Kanhiraparamba,Kondotty,Kondotty(M),,11.14676,75.95462,"http://maps.google.com/maps?q=11.14676,75.954620000000006",,,,
18323,G.M.L.P.S. Kondotty,Kondotty,Kondotty(M),,11.14756,75.96498,"http://maps.google.com/maps?q=11.14756,75.964979999999997",,,,
18322,G.M.L.P.S. Kondotty Chungam,Kondotty,Kondotty(M),,11.14417,75.96867,"http://maps.google.com/maps?q=11.144170000000001,75.968670000000003",,,,
18330,G.M.L.P.S. Melangadi,Kondotty,Kondotty(M),,11.14257,75.9606,"http://maps.google.com/maps?q=11.142569999999999,75.960599999999999",,,,
18339,G.M.L.P.S. Nediyiruppu,Kondotty,Kondotty(M),,11.137528,75.983587,"http://maps.google.com/maps?q=11.137528,75.983587",,,,
18373,G.M.U.P.S. Chirayil,Kondotty,Kondotty(M),,11.12842,75.97477,"http://maps.google.com/maps?q=11.12842,75.974770000000007",,,,
18340,G.W.U.P.S. Nediyiruppu,Kondotty,Kondotty(M),,11.1077,75.99778,"http://maps.google.com/maps?q=11.107699999999999,75.997780000000006",,,,
18305,G.L.P.S. Arimbra Melmuri,Kondotty,Morayur(P),Malappuram,11.106578,76.024071,"http://maps.google.com/maps?q=11.106578000000001,76.024071000000006",,,,
18331,G.L.P.S. Morayur,Kondotty,Morayur(P),Malappuram,11.13574,76.0211,"http://maps.google.com/maps?q=11.13574,76.021100000000004",,,,
18332,G.M.L.P.S. Morayur,Kondotty,Morayur(P),Malappuram,11.13366,76.01528,"http://maps.google.com/maps?q=11.133660000000001,76.015280000000004",,,,
18365,G.M.U.P.S. Arimbra,Kondotty,Morayur(P),Malappuram,11.11546,76.01882,"http://maps.google.com/maps?q=11.115460000000001,76.018820000000005",,,,
18375,G.M.U.P.S. Ozhukur,Kondotty,Morayur(P),Malappuram,11.15409,76.01258,"http://maps.google.com/maps?q=11.15409,76.01258",,,,
18318,G.M.L.P.S. Karippur,Kondotty,PALLIKKAL(P),Kondotty,11.15096,75.94028,"http://maps.google.com/maps?q=11.15096,75.940280000000001",,,,
18326,G.M.L.P.S. Kumminiparamba,Kondotty,PALLIKKAL(P),Kondotty,11.13256,75.9373,"http://maps.google.com/maps?q=11.13256,75.937299999999993",,,,
18354,G.L.P.S. Thadathilparamba,Kondotty,Pulikkal(P),Kondotty,11.20271,75.95149,"http://maps.google.com/maps?q=11.20271,75.951490000000007",,,,
18368,G.H.S. Chaliyappuram,Kondotty,Vazhakkad(P),Kondotty,11.24727,75.97841,"http://maps.google.com/maps?q=11.24727,75.978409999999997",,,,
18311,G.L.P.S. Elamaram,Kondotty,Vazhakkad(P),Kondotty,11.25007,75.95897,"http://maps.google.com/maps?q=11.250069999999999,75.958969999999994",,,,
18335,G.L.P.S. Mundumuzhi,Kondotty,Vazhakkad(P),Kondotty,11.24633,75.93915,"http://maps.google.com/maps?q=11.24633,75.939149999999998",,,,
18346,G.L.P.S. Panikkarapuraya,Kondotty,Vazhakkad(P),Kondotty,11.24498,75.96972,"http://maps.google.com/maps?q=11.24498,75.969719999999995",,,,
18362,G.L.P.S. Vettathur,Kondotty,Vazhakkad(P),Kondotty,11.25618,75.98985,"http://maps.google.com/maps?q=11.256180000000001,75.989850000000004",,,,
18301,G.M.L.P.S. Akkode,Kondotty,Vazhakkad(P),Kondotty,11.23451,75.91487,"http://maps.google.com/maps?q=11.23451,75.914869999999993",,,,
18329,G.M.L.P.S. Mapprom,Kondotty,Vazhakkad(P),Kondotty,11.2591,75.96899,"http://maps.google.com/maps?q=11.2591,75.968990000000005",,,,
18380,G.M.U.P.S. Vazhakkad,Kondotty,Vazhakkad(P),Kondotty,11.24721,75.9523,"http://maps.google.com/maps?q=11.247210000000001,75.952299999999994",,,,
18316,G.L.P.S. Karad,Kondotty,Vazhayur(P),Kondotty,11.20628,75.87741,"http://maps.google.com/maps?q=11.20628,75.877409999999998",,,,
18360,G.M.L.P.S. Vazhayur,Kondotty,Vazhayur(P),Kondotty,11.22444,75.88737,"http://maps.google.com/maps?q=11.22444,75.887370000000004",,,,
19357,G. H. S. Athavanad,Kuttippuram,Athavanad(P),Kuttippuram,10.89707,76.02314,"http://maps.google.com/maps?q=10.897069999999999,76.023139999999998",,,,
19310,G. L. P. S. Chottur,Kuttippuram,Athavanad(P),Kuttippuram,10.9161,76.03964,"http://maps.google.com/maps?q=10.9161,76.039640000000006",,,,
19321,G. L. P. S. Kattilangadi,Kuttippuram,Athavanad(P),Kuttippuram,10.89922,76.01126,"http://maps.google.com/maps?q=10.89922,76.011259999999993",,,,
19359,G. M. H. S. Karippole,Kuttippuram,Athavanad(P),Kuttippuram,10.9222,76.0301,"http://maps.google.com/maps?q=10.9222,76.030100000000004",,,,
19363,G. U. P. S. Koodasseri,Kuttippuram,Athavanad(P),Kuttippuram,10.91525,76.0068,"http://maps.google.com/maps?q=10.91525,76.006799999999998",,,,
19301,G. L. P. S. Athippetta,Kuttippuram,Edayoor(P),Kuttippuram,10.90529,76.11195,"http://maps.google.com/maps?q=10.905290000000001,76.111949999999993",,,,
19348,G. L. P. S. Vadakkumbram,Kuttippuram,Edayoor(P),Kuttippuram,10.947849,76.077233,"http://maps.google.com/maps?q=10.947849,76.077233000000007",,,,
19335,G. L. P. S. Mankeri,Kuttippuram,Irimbiliyam(P),Kuttippuram,10.85354,76.08205,"http://maps.google.com/maps?q=10.853540000000001,76.082049999999995",,,,
19312,G. W. L. P. S. Irimbliyam,Kuttippuram,Irimbiliyam(P),Kuttippuram,10.85739,76.09339,"http://maps.google.com/maps?q=10.857390000000001,76.093389999999999",,,,
19317,G. L. P. S. Kalpakancheri,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.93859,75.97679,"http://maps.google.com/maps?q=10.93859,75.976789999999994",,,,
19304,G. M. L. P. S. Ayirani,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.93784,75.98762,"http://maps.google.com/maps?q=10.93784,75.987620000000007",,,,
19315,G. M. L. P. S. Kalpakancheri,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.947,75.99864,"http://maps.google.com/maps?q=10.946999999999999,75.998639999999995",,,,
19324,G. M. L. P. S. Kanancheri,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.9492,76.00376,"http://maps.google.com/maps?q=10.949199999999999,76.00376",,,,
19332,G. M. L. P. S. Manhachola,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.9421,75.99398,"http://maps.google.com/maps?q=10.9421,75.993979999999993",,,,
19341,G. M. L. P. S. Parappuram,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.955848,76.000038,"http://maps.google.com/maps?q=10.955848,76.000038000000004",,,,
19365,G. U. P. S. Randathani,Kuttippuram,Kalpakancheri(P),Kuttippuram,10.96144,76.00752,"http://maps.google.com/maps?q=10.96144,76.00752",,,,
19042,G. H. S. S. Perassannur,Kuttippuram,Kuttippuram(P),Kuttippuram,10.85232,76.06766,"http://maps.google.com/maps?q=10.852320000000001,76.067660000000004",,,,
19306,G. L. P. S. Chellur,Kuttippuram,Kuttippuram(P),Kuttippuram,10.86938,76.04234,"http://maps.google.com/maps?q=10.86938,76.042339999999996",,,,
19327,G. L. P. S. Kulakkad,Kuttippuram,Kuttippuram(P),Kuttippuram,10.851369,76.04091,"http://maps.google.com/maps?q=10.851369,76.040909999999997",,,,
19329,G. L. P. S. Kuttippuram,Kuttippuram,Kuttippuram(P),Kuttippuram,10.845313,76.035837,"http://maps.google.com/maps?q=10.845313000000001,76.035837000000001",,,,
19331,G. L. P. S. Kuttippuram North,Kuttippuram,Kuttippuram(P),Kuttippuram,10.85369,76.03773,"http://maps.google.com/maps?q=10.85369,76.037729999999996",,,,
19333,G. L. P. S. Maniyankad,Kuttippuram,Kuttippuram(P),Kuttippuram,10.87679,75.99665,"http://maps.google.com/maps?q=10.87679,75.996650000000002",,,,
19339,G. L. P. S. Naduvattam,Kuttippuram,Kuttippuram(P),Kuttippuram,10.88021,76.00875,"http://maps.google.com/maps?q=10.88021,76.008750000000006",,,,
19345,G. L. P. S. Perumparamba Moodal,Kuttippuram,Kuttippuram(P),Kuttippuram,10.8702,76.04659,"http://maps.google.com/maps?q=10.870200000000001,76.046589999999995",,,,
19308,G. L. P. S. Cheruparamba,Kuttippuram,Marakkara(P),Kuttippuram,10.94788,76.02513,"http://maps.google.com/maps?q=10.94788,76.025130000000004",,,,
19319,G. L. P. S. Karaikkad,Kuttippuram,Marakkara(P),Kuttippuram,10.926926,76.055676,"http://maps.google.com/maps?q=10.926926,76.055676000000005",,,,
19337,G. L. P. S. Melmuri,Kuttippuram,Marakkara(P),Kuttippuram,10.96109,76.02548,"http://maps.google.com/maps?q=10.96109,76.025480000000002",,,,
19313,G. M. L. P. S. Kallarmangalam,Kuttippuram,Marakkara(P),Kuttippuram,10.94542,76.02988,"http://maps.google.com/maps?q=10.94542,76.029880000000006",,,,
19322,G. L. P. S. Kattipparuthi,Kuttippuram,Valanchery(M),,10.88288,76.0575,"http://maps.google.com/maps?q=10.88288,76.057500000000005",,,,
19350,G. M. L. P. S. Valancheri,Kuttippuram,Valanchery(M),,10.88393,76.06842,"http://maps.google.com/maps?q=10.883929999999999,76.068420000000003",,,,
19364,G. U. P. S. Painkannur,Kuttippuram,Valanchery(M),,10.87406,76.0641,"http://maps.google.com/maps?q=10.87406,76.064099999999996",,,,
19343,G. M. L. P. S. Paravannur,Kuttippuram,Valavannur(P),Tanur,10.927588,75.991885,"http://maps.google.com/maps?q=10.927588,75.991884999999996",,,,
18436,G.L.P.S. Kottakkal,Malappuram,Kottakkal(M),,10.99879,76.00815,"http://maps.google.com/maps?q=10.99879,76.008150000000001",,,,
18473,G.M.U.P.S. Kottakkal,Malappuram,Kottakkal(M),,10.99913,76.00788,"http://maps.google.com/maps?q=10.999129999999999,76.00788",,,,
18475,G.U.P.S. Kottakkal,Malappuram,Kottakkal(M),,10.99176,76.00782,"http://maps.google.com/maps?q=10.991759999999999,76.007819999999995",,,,
18449,G.M.L.P.S. Kolmanna,Malappuram,Malappuram(M),,11.050419,76.057563,"http://maps.google.com/maps?q=11.050419,76.057563000000002",,,,
18440,G.L.P.S. Paranki Moochikkal,Malappuram,Ponmala(P),Malappuram,11.006385,76.041245,"http://maps.google.com/maps?q=11.006385,76.041245000000004",,,,
18447,G.M.L.P.S. Chappanangadi,Malappuram,Ponmala(P),Malappuram,11.004902,76.042617,"http://maps.google.com/maps?q=11.004902,76.042617000000007",,,,
18452,G.M.L.P.S. Ponmala,Malappuram,Ponmala(P),Malappuram,11.028299,76.0411,"http://maps.google.com/maps?q=11.028299000000001,76.0411",,,,
18477,G.U.P.S. Ponmala,Malappuram,Ponmala(P),Malappuram,10.983657,76.06755,"http://maps.google.com/maps?q=10.983656999999999,76.067549999999997",,,,
18542,G M L P S Pandallur,Manjeri,Anakkayam(P),Malappuram,11.085446,76.175403,"http://maps.google.com/maps?q=11.085445999999999,76.175403000000003",,,,
18524,G.L.P.S. Kizhakkuparamba,Manjeri,Anakkayam(P),Malappuram,11.075779,76.18996,"http://maps.google.com/maps?q=11.075779000000001,76.189959999999999",,,,
18541,G.L.P.S. Pandallur,Manjeri,Anakkayam(P),Malappuram,11.084432,76.166711,"http://maps.google.com/maps?q=11.084432,76.166711000000006",,,,
18569,G.U.P.S. Anakkayam,Manjeri,Anakkayam(P),Malappuram,11.08786,76.12341,"http://maps.google.com/maps?q=11.087859999999999,76.123410000000007",,,,
18506,G.L.P.S. Chalippadam,Manjeri,Edavanna(P),Areacode,11.21894,76.163261,"http://maps.google.com/maps?q=11.21894,76.163261000000006",,,,
18507,G.L.P.S. Chembakuth,Manjeri,Edavanna(P),Areacode,11.206241,76.149153,"http://maps.google.com/maps?q=11.206241,76.149152999999998",,,,
18514,G.M.L.P.S. Edavanna,Manjeri,Edavanna(P),Areacode,11.216576,76.142188,"http://maps.google.com/maps?q=11.216576,76.142188000000004",,,,
18515,G.M.L.P.S. Eranhikode,Manjeri,Edavanna(P),Areacode,11.226293,76.157294,"http://maps.google.com/maps?q=11.226293,76.157293999999993",,,,
18548,G.M.L.P.S. Pathappiriyam,Manjeri,Edavanna(P),Areacode,11.199875,76.135465,"http://maps.google.com/maps?q=11.199875,76.135464999999996",,,,
18578,G.U.P.S. Pathappiriyam,Manjeri,Edavanna(P),Areacode,11.192846,76.135081,"http://maps.google.com/maps?q=11.192845999999999,76.135081",,,,
18566,K.M Musthafa Memorial G.L.P.S. Mundengara,Manjeri,Edavanna(P),Areacode,11.223766,76.140821,"http://maps.google.com/maps?q=11.223765999999999,76.140821000000003",,,,
18535,G M L P S Mariyad,Manjeri,Manjeri(M),,11.11729,76.127867,"http://maps.google.com/maps?q=11.117290000000001,76.127866999999995",,,,
18574,G U P S Pullur,Manjeri,Manjeri(M),,11.123529,76.118215,"http://maps.google.com/maps?q=11.123529,76.118215000000006",,,,
18028,G V H S S Nellikuth,Manjeri,Manjeri(M),,11.097388,76.182278,"http://maps.google.com/maps?q=11.097388,76.182277999999997",,,,
18023,G.G.H.S.S. Manjeri,Manjeri,Manjeri(M),,11.120218,76.118038,"http://maps.google.com/maps?q=11.120217999999999,76.118037999999999",,,,
18505,G.L.P.S. Arukizhaya,Manjeri,Manjeri(M),,11.123878,76.12379,"http://maps.google.com/maps?q=11.123877999999999,76.12379",,,,
18521,G.L.P.S. Karuvambrum West,Manjeri,Manjeri(M),,11.127181,76.101832,"http://maps.google.com/maps?q=11.127181,76.101832000000002",,,,
18532,G.L.P.S. Manjeri,Manjeri,Manjeri(M),,11.116944,76.119939,"http://maps.google.com/maps?q=11.116944,76.119939000000002",,,,
18538,G.L.P.S. Narukara,Manjeri,Manjeri(M),,11.120787,76.096863,"http://maps.google.com/maps?q=11.120787,76.096862999999999",,,,
18553,G.L.P.S. Ramankulam,Manjeri,Manjeri(M),,11.124845,76.111281,"http://maps.google.com/maps?q=11.124845000000001,76.111281000000005",,,,
18555,G.L.P.S. Thottupoyil,Manjeri,Manjeri(M),,11.123352,76.125459,"http://maps.google.com/maps?q=11.123352000000001,76.125459000000006",,,,
18523,G.M.L.P.S. Kidangazhi,Manjeri,Manjeri(M),,11.122817,76.11537,"http://maps.google.com/maps?q=11.122817,76.115369999999999",,,,
18533,G.M.L.P.S. Manjeri,Manjeri,Manjeri(M),,11.119506,76.12179,"http://maps.google.com/maps?q=11.119505999999999,76.121790000000004",,,,
18531,G.M.L.P.S. Manjeri East,Manjeri,Manjeri(M),,11.121499,76.125117,"http://maps.google.com/maps?q=11.121499,76.125117000000003",,,,
18534,G.M.L.P.S. Manjeri South,Manjeri,Manjeri(M),,11.120905,76.12658,"http://maps.google.com/maps?q=11.120905,76.126580000000004",,,,
18539,G.M.L.P.S. Nellikuth North,Manjeri,Manjeri(M),,11.10863,76.182198,"http://maps.google.com/maps?q=11.10863,76.182198",,,,
18576,G.M.U.P.S. Melakkam,Manjeri,Manjeri(M),,11.122684,76.119386,"http://maps.google.com/maps?q=11.122684,76.119386000000006",,,,
18575,G.U.P.S. Manjeri,Manjeri,Manjeri(M),,11.120277,76.115769,"http://maps.google.com/maps?q=11.120277,76.115769",,,,
18583,G.U.P.S. Veembur,Manjeri,Manjeri(M),,11.119429,76.089154,"http://maps.google.com/maps?q=11.119429,76.089153999999994",,,,
18562,G.U.P.S. Vettekkode,Manjeri,Manjeri(M),,11.114443,76.123285,"http://maps.google.com/maps?q=11.114443,76.123284999999996",,,,
18568,G.L.P.S. Pookkuth,Manjeri,Pandikkad(P),Wandoor,11.099745,76.261683,"http://maps.google.com/maps?q=11.099745,76.261683000000005",,,,
18554,G.L.P.S. Theyyampadikuth,Manjeri,Pandikkad(P),Wandoor,11.14216,76.253545,"http://maps.google.com/maps?q=11.142160000000001,76.253545000000003",,,,
18557,G.L.P.S. Valarad,Manjeri,Pandikkad(P),Wandoor,11.08377,76.230474,"http://maps.google.com/maps?q=11.083769999999999,76.230474000000001",,,,
18563,G.L.P.S. Vettikkattiri,Manjeri,Pandikkad(P),Wandoor,11.095161,76.213942,"http://maps.google.com/maps?q=11.095160999999999,76.213942000000003",,,,
18525,G.M.L.P.S. Kodasseri,Manjeri,Pandikkad(P),Wandoor,11.123438,76.233539,"http://maps.google.com/maps?q=11.123438,76.233538999999993",,,,
18540,G.M.L.P.S. Odompatta,Manjeri,Pandikkad(P),Wandoor,11.122876,76.267975,"http://maps.google.com/maps?q=11.122876,76.267975000000007",,,,
18567,G.M.L.P.S. Pandikkad,Manjeri,Pandikkad(P),Wandoor,11.097809,76.224314,"http://maps.google.com/maps?q=11.097809,76.224314000000007",,,,
18565,G.L.P.S. Cherankuth,Manjeri,Trikkalangode(P),Wandoor,11.142098,76.156858,"http://maps.google.com/maps?q=11.142098000000001,76.156858",,,,
18508,G.L.P.S. Cherukulam,Manjeri,Trikkalangode(P),Wandoor,11.13093,76.17933,"http://maps.google.com/maps?q=11.130929999999999,76.179329999999993",,,,
18510,G.L.P.S. Cheruvannur,Manjeri,Trikkalangode(P),Wandoor,11.143501,76.190853,"http://maps.google.com/maps?q=11.143501000000001,76.190853000000004",,,,
18551,G.L.P.S. Pulath,Manjeri,Trikkalangode(P),Wandoor,11.16824,76.14862,"http://maps.google.com/maps?q=11.168240000000001,76.148619999999994",,,,
18517,G.M.L.P.S. Karakunnu,Manjeri,Trikkalangode(P),Wandoor,11.169844,76.131066,"http://maps.google.com/maps?q=11.169843999999999,76.131066000000004",,,,
18529,G.M.L.P.S. Manhapatta,Manjeri,Trikkalangode(P),Wandoor,11.153943,76.151528,"http://maps.google.com/maps?q=11.153943,76.151527999999999",,,,
18572,G.U.P.S. Elankur,Manjeri,Trikkalangode(P),Wandoor,11.161189,76.182628,"http://maps.google.com/maps?q=11.161189,76.182627999999994",,,,
18636,G L P S Pooppalam Valambur,Mankada,Angadipuram(P),Perinthalmanna,10.999484,76.223165,"http://maps.google.com/maps?q=10.999484000000001,76.223164999999995",,,,
18640,G L P S Puthanangadi,Mankada,Angadipuram(P),Perinthalmanna,10.96752,76.188931,"http://maps.google.com/maps?q=10.96752,76.188930999999997",,,,
18657,G L P S Padinhattummuri,Mankada,Koottilangadi(P),Mankada,11.05881,76.11072,"http://maps.google.com/maps?q=11.058809999999999,76.110720000000001",,,,
18651,G L P S Vallikkapatta,Mankada,Koottilangadi(P),Mankada,11.06234,76.14056,"http://maps.google.com/maps?q=11.062340000000001,76.140559999999994",,,,
18660,G U P S Koottilangadi,Mankada,Koottilangadi(P),Mankada,11.03428,76.1045,"http://maps.google.com/maps?q=11.034280000000001,76.104500000000002",,,,
18664,G U P S Mankada Pallippuram,Mankada,Koottilangadi(P),Mankada,11.06096,76.12727,"http://maps.google.com/maps?q=11.06096,76.127269999999996",,,,
18616,G L P S Kuruva,Mankada,Kuruva(P),Mankada,11.007169,76.113227,"http://maps.google.com/maps?q=11.007168999999999,76.113226999999995",,,,
18634,G L P S Meenarkuzhi,Mankada,Kuruva(P),Mankada,11.00891,76.105324,"http://maps.google.com/maps?q=11.00891,76.105323999999996",,,,
18628,G L P S Pang,Mankada,Kuruva(P),Mankada,10.97204,76.10226,"http://maps.google.com/maps?q=10.97204,76.102260000000001",,,,
18666,Govt. U P School Pang,Mankada,Kuruva(P),Mankada,10.97188,76.09979,"http://maps.google.com/maps?q=10.971880000000001,76.099789999999999",,,,
18637,G L P S Pothukundu,Mankada,Makkaraparamba(P),Mankada,11.01726,76.12361,"http://maps.google.com/maps?q=11.01726,76.123609999999999",,,,
18645,G M L P S Vadakkangara,Mankada,Makkaraparamba(P),Mankada,11.01785,76.15089,"http://maps.google.com/maps?q=11.017849999999999,76.150890000000004",,,,
18612,G L P S Karkidakam,Mankada,Mankada(P),Mankada,11.02328,76.16835,"http://maps.google.com/maps?q=11.02328,76.168350000000004",,,,
18618,G L P S Mankada,Mankada,Mankada(P),Mankada,11.01547,76.1772,"http://maps.google.com/maps?q=11.015470000000001,76.177199999999999",,,,
18653,G L P S Vellila,Mankada,Mankada(P),Mankada,11.04219,76.15606,"http://maps.google.com/maps?q=11.04219,76.156059999999997",,,,
18078,G H S S Kadungapuram,Mankada,Puzhakkattiri(P),Mankada,10.98095,76.13832,"http://maps.google.com/maps?q=10.98095,76.138319999999993",,,,
